2016-06-04T09:53:45.530902
E0:43:DB	Shenzhen ViewAt Technology Co.,Ltd.
00:A0:47	INTEGRATED FITNESS CORP.
00:A0:7C	TONYANG NYLON CO., LTD.
00:A0:EC	TRANSMITTON LTD.
00:A0:7E	AVID TECHNOLOGY, INC.
00:A0:35	CYLINK CORPORATION
00:A0:28	CONNER PERIPHERALS
00:A0:C7	TADIRAN TELECOMMUNICATIONS
00:E0:BE	GENROCO INTERNATIONAL, INC.
00:E0:10	HESS SB-AUTOMATENBAU GmbH
00:E0:E9	DATA LABS, INC.
00:E0:A0	WILTRON CO.
00:E0:24	GADZOOX NETWORKS
00:E0:17	EXXACT GmbH
00:60:3B	AMTEC spa
00:20:E5	APEX DATA, INC.
00:20:7D	ADVANCED COMPUTER APPLICATIONS
00:20:D0	VERSALYNX CORPORATION
00:20:6C	EVERGREEN TECHNOLOGY CORP.
00:20:12	CAMTRONICS MEDICAL SYSTEMS
00:20:0B	OCTAGON SYSTEMS CORP.
00:20:9E	BROWN'S OPERATING SYSTEM SERVICES, LTD.
00:20:D7	JAPAN MINICOMPUTER SYSTEMS CO., Ltd.
00:20:FB	OCTEL COMMUNICATIONS CORP.
00:20:B1	COMTECH RESEARCH INC.
00:20:33	SYNAPSE TECHNOLOGIES, INC.
00:20:99	BON ELECTRIC CO., LTD.
00:20:AE	ORNET DATA COMMUNICATION TECH.
00:20:EA	EFFICIENT NETWORKS, INC.
00:20:FF	SYMMETRICAL TECHNOLOGIES
00:20:8B	LAPIS TECHNOLOGIES, INC.
00:20:69	ISDN SYSTEMS CORPORATION
00:20:BA	CENTER FOR HIGH PERFORMANCE
00:20:06	GARRETT COMMUNICATIONS, INC.
00:A0:A2	DIGICOM S.P.A.
00:A0:54	Private
00:A0:30	CAPTOR NV/SA
00:A0:B1	FIRST VIRTUAL CORPORATION
00:20:CB	PRETEC ELECTRONICS CORP.
00:20:AB	MICRO INDUSTRIES CORP.
00:20:2D	TAIYO CORPORATION
00:A0:88	ESSENTIAL COMMUNICATIONS
00:A0:FA	Marconi Communication GmbH
00:A0:14	CSIR
00:A0:64	KVB/ANALECT
00:A0:7F	GSM-SYNTEL, LTD.
00:A0:3E	ATM FORUM
00:A0:50	CYPRESS SEMICONDUCTOR
00:A0:98	NetApp
00:A0:21	General Dynamics
00:A0:A8	RENEX CORPORATION
00:20:49	COMTRON, INC.
00:20:50	KOREA COMPUTER INC.
00:20:3C	EUROTIME AB
00:20:28	WEST EGG SYSTEMS, INC.
00:20:14	GLOBAL VIEW CO., LTD.
00:20:53	HUNTSVILLE MICROSYSTEMS, INC.
00:20:01	DSP SOLUTIONS, INC.
00:20:9C	PRIMARY ACCESS CORP.
00:20:C5	EAGLE TECHNOLOGY
00:20:09	PACKARD BELL ELEC., INC.
00:20:95	RIVA ELECTRONICS
00:20:3F	JUKI CORPORATION
00:C0:14	TELEMATICS CALABASAS INT'L,INC
00:C0:45	ISOLATION SYSTEMS, LTD.
00:C0:00	LANOPTICS, LTD.
00:AA:3C	OLIVETTI TELECOM SPA (OLTECO)
00:C0:79	FONSYS CO.,LTD.
00:20:11	CANOPUS CO., LTD.
00:C0:0B	NORCONTROL A.S.
00:C0:C0	SHORE MICROSYSTEMS, INC.
00:C0:0C	RELIA TECHNOLGIES
00:A0:E7	CENTRAL DATA CORPORATION
00:A0:68	BHP LIMITED
00:A0:B3	ZYKRONIX
00:A0:6E	AUSTRON, INC.
00:A0:BB	HILAN GMBH
00:A0:C8	ADTRAN INC.
00:A0:17	J B M CORPORATION
00:20:D5	VIPA GMBH
00:20:79	MIKRON GMBH
00:20:FA	GDE SYSTEMS, INC.
00:20:07	SFA, INC.
00:20:62	SCORPION LOGIC, LTD.
00:20:0A	SOURCE-COMM CORP.
00:20:00	LEXMARK INTERNATIONAL, INC.
00:20:03	PIXEL POWER LTD.
00:20:B4	TERMA ELEKTRONIK AS
00:20:5B	Kentrox, LLC
00:20:30	ANALOG & DIGITAL SYSTEMS
00:20:A8	SAST TECHNOLOGY CORP.
00:20:66	GENERAL MAGIC, INC.
00:20:36	BMC SOFTWARE
00:40:BE	BOEING DEFENSE & SPACE
00:40:36	Zoom Telephonics, Inc
00:40:46	UDC RESEARCH LIMITED
00:40:6A	KENTEK INFORMATION SYSTEMS,INC
00:40:F2	JANICH & KLASS COMPUTERTECHNIK
00:40:82	LABORATORY EQUIPMENT CORP.
00:40:22	KLEVER COMPUTERS, INC.
00:40:A2	KINGSTAR TECHNOLOGY INC.
00:40:B4	NEXTCOM K.K.
00:40:D4	GAGE TALKER CORP.
00:40:38	TALENT ELECTRIC INCORPORATED
00:40:18	ADOBE SYSTEMS, INC.
00:40:B0	BYTEX CORPORATION, ENGINEERING
00:40:40	RING ACCESS, INC.
00:80:D7	Fantum Engineering
00:80:D9	EMK Elektronik GmbH & Co. KG
00:80:6A	ERI (EMPAC RESEARCH INC.)
00:40:3B	SYNERJET INTERNATIONAL CORP.
00:40:AB	ROLAND DG CORPORATION
00:40:D5	Sartorius Mechatronics T&H GmbH
00:40:27	SMC MASSACHUSETTS, INC.
00:40:9C	TRANSWARE
00:40:5C	FUTURE SYSTEMS, INC.
00:00:8C	Alloy Computer Products (Australia) Pty Ltd
00:40:00	PCI COMPONENTES DA AMZONIA LTD
00:40:C5	MICOM COMMUNICATIONS INC.
00:40:AA	Metso Automation
00:40:23	LOGIC CORPORATION
00:40:A4	ROSE ELECTRONICS
00:40:48	SMD INFORMATICA S.A.
00:40:25	MOLECULAR DYNAMICS
00:40:10	SONIC SYSTEMS, INC.
00:40:CA	FIRST INTERNAT'L COMPUTER, INC
00:40:50	IRONICS, INCORPORATED
00:40:2B	TRIGEM COMPUTER, INC.
00:C0:8C	PERFORMANCE TECHNOLOGIES, INC.
00:C0:2B	GERLOFF GESELLSCHAFT FUR
00:C0:A7	SEEL LTD.
00:40:B3	ParTech Inc.
00:40:7D	EXTENSION TECHNOLOGY CORP.
00:40:79	JUKO MANUFACTURE COMPANY, LTD.
00:40:D9	AMERICAN MEGATRENDS INC.
00:40:11	ANDOVER CONTROLS CORPORATION
00:40:C1	BIZERBA-WERKE WILHEIM KRAUT
00:C0:6B	OSI PLUS CORPORATION
00:C0:6A	ZAHNER-ELEKTRIK GMBH & CO. KG
00:C0:97	ARCHIPEL SA
00:C0:72	KNX LTD.
00:C0:EC	DAUPHIN TECHNOLOGY
00:C0:66	DOCUPOINT, INC.
00:C0:28	JASCO CORPORATION
00:C0:DC	EOS TECHNOLOGIES, INC.
00:C0:2D	FUJI PHOTO FILM CO., LTD.
00:C0:BD	INEX TECHNOLOGIES, INC.
00:C0:54	NETWORK PERIPHERALS, LTD.
00:C0:D5	Werbeagentur Jürgen Siebert
00:C0:44	EMCOM CORPORATION
00:C0:50	TOYO DENKI SEIZO K.K.
00:40:8A	TPS TELEPROCESSING SYS. GMBH
00:40:FD	LXE
00:40:3D	Teradata Corporation
00:40:E0	ATOMWIDE LTD.
00:40:8C	AXIS COMMUNICATIONS AB
00:40:68	EXTENDED SYSTEMS
00:40:BA	ALLIANT COMPUTER SYSTEMS CORP.
00:40:69	LEMCOM SYSTEMS, INC.
00:40:F8	SYSTEMHAUS DISCOM
00:40:77	MAXTON TECHNOLOGY CORPORATION
00:40:E7	ARNOS INSTRUMENTS & COMPUTER
00:40:AC	SUPER WORKSTATION, INC.
00:C0:AC	GAMBIT COMPUTER COMMUNICATIONS
00:C0:2C	CENTRUM COMMUNICATIONS, INC.
00:C0:ED	US ARMY ELECTRONIC
00:C0:D1	COMTREE TECHNOLOGY CORPORATION
00:C0:D2	SYNTELLECT, INC.
00:C0:FB	ADVANCED TECHNOLOGY LABS
00:C0:92	MENNEN MEDICAL INC.
00:C0:6C	SVEC COMPUTER CORP.
00:C0:2E	NETWIZ
00:C0:5B	NETWORKS NORTHWEST, INC.
00:C0:BF	TECHNOLOGY CONCEPTS, LTD.
00:C0:C9	ELSAG BAILEY PROCESS
00:80:9D	Commscraft Ltd.
00:80:17	PFU LIMITED
00:80:F8	MIZAR, INC.
00:80:24	KALPANA, INC.
00:80:74	FISHER CONTROLS
00:80:21	Alcatel Canada Inc.
00:00:55	COMMISSARIAT A L`ENERGIE ATOM.
00:00:86	MEGAHERTZ CORPORATION
00:00:92	COGENT DATA TECHNOLOGIES
00:80:68	YAMATECH SCIENTIFIC LTD.
00:80:F2	RAYCOM SYSTEMS INC
00:80:EA	ADVA Optical Networking Ltd.
00:80:25	STOLLMANN GMBH
00:00:67	SOFT * RITE, INC.
00:00:E8	ACCTON TECHNOLOGY CORP.
00:00:B2	TELEVIDEO SYSTEMS, INC.
00:00:EE	NETWORK DESIGNERS, LTD.
00:00:89	CAYMAN SYSTEMS INC.
00:00:21	SUREMAN COMP. & COMMUN. CORP.
00:00:CF	HAYES MICROCOMPUTER PRODUCTS
00:00:A4	ACORN COMPUTERS LIMITED
00:00:18	WEBSTER COMPUTER CORPORATION
00:80:33	EMS Aviation, Inc.
00:80:52	TECHNICALLY ELITE CONCEPTS
00:80:4F	DAIKIN INDUSTRIES, LTD.
00:80:6D	CENTURY SYSTEMS CORP.
00:80:2D	XYLOGICS INC
00:80:48	COMPEX INCORPORATED
00:80:85	H-THREE SYSTEMS CORPORATION
00:80:14	ESPRIT SYSTEMS
00:80:B4	SOPHIA SYSTEMS
00:80:7F	DY-4 INCORPORATED
00:00:E4	IN2 GROUPE INTERTECHNIQUE
00:00:79	NETWORTH INCORPORATED
00:00:75	Nortel Networks
00:40:09	TACHIBANA TECTRON CO., LTD.
00:40:9E	CONCURRENT TECHNOLOGIES  LTD.
00:80:92	Silex Technology, Inc.
00:80:11	DIGITAL SYSTEMS INT'L. INC.
00:80:44	SYSTECH COMPUTER CORP.
00:80:8A	SUMMIT MICROSYSTEMS CORP.
00:80:E3	CORAL NETWORK CORPORATION
00:80:72	MICROPLEX SYSTEMS LTD.
00:80:54	FRONTIER TECHNOLOGIES CORP.
00:80:AE	HUGHES NETWORK SYSTEMS
00:80:AF	ALLUMER CO., LTD.
00:80:EC	SUPERCOMPUTING SOLUTIONS, INC.
00:80:A4	LIBERTY ELECTRONICS
00:80:73	DWB ASSOCIATES
00:80:2B	INTEGRATED MARKETING CO
00:80:BE	ARIES RESEARCH
00:80:27	ADAPTIVE SYSTEMS, INC.
00:80:E2	T.D.I. CO., LTD.
00:40:EE	OPTIMEM
00:40:5E	NORTH HILLS ISRAEL
00:40:72	Applied Innovation Inc.
00:40:31	KOKUSAI ELECTRIC CO., LTD
00:40:0C	GENERAL MICRO SYSTEMS, INC.
00:40:E6	C.A.E.N.
00:40:FC	IBR COMPUTER TECHNIK GMBH
00:40:01	Zero One Technology Co. Ltd.
00:40:02	PERLE SYSTEMS LIMITED
00:80:DB	GRAPHON CORPORATION
00:80:B1	SOFTCOM A/S
00:80:D8	NETWORK PERIPHERALS INC.
00:80:AB	DUKANE NETWORK INTEGRATION
00:80:9B	JUSTSYSTEM CORPORATION
00:80:89	TECNETICS (PTY) LTD.
00:00:39	TOSHIBA CORPORATION
00:00:CB	COMPU-SHACK ELECTRONIC GMBH
00:00:D1	ADAPTEC INCORPORATED
00:00:B6	MICRO-MATIC RESEARCH
00:00:66	TALARIS SYSTEMS, INC.
00:00:14	NETRONIX
00:00:72	MINIWARE TECHNOLOGY
00:00:AB	LOGIC MODELING CORPORATION
00:00:29	IMC NETWORKS CORP.
00:80:CD	MICRONICS COMPUTER, INC.
00:80:83	AMDAHL
00:80:03	HYTEC ELECTRONICS LTD.
00:80:1B	KODIAK TECHNOLOGY
00:80:CC	MICROWAVE BYPASS SYSTEMS
08:00:79	THE DROID WORKS
08:00:77	TSL COMMUNICATIONS LTD.
08:00:71	MATRA (DSIE)
08:00:6A	ATT BELL LABORATORIES
08:00:5F	SABER TECHNOLOGY CORP.
08:00:5C	FOUR PHASE SYSTEMS
08:00:5B	VTA TECHNOLOGIES INC.
08:00:58	SYSTEMS CONCEPTS
08:00:50	DAISY SYSTEMS CORP.
08:00:52	INSYSTEC
08:00:47	SEQUENT COMPUTER SYSTEMS INC.
08:00:45	CONCURRENT COMPUTER CORP.
08:00:44	DAVID SYSTEMS INC.
08:00:41	RACAL-MILGO INFORMATION SYS..
08:00:38	BULL S.A.S.
08:00:3C	SCHLUMBERGER WELL SERVICES
08:00:34	FILENET CORPORATION
08:00:2C	BRITTON LEE INC.
00:00:B9	MCDONNELL DOUGLAS COMPUTER SYS
00:00:2D	CHROMATICS INC
00:00:4A	ADC CODENOLL TECHNOLOGY CORP.
00:00:C0	WESTERN DIGITAL CORPORATION
00:00:40	APPLICON, INC.
00:00:5D	CS TELECOM
08:00:8E	Tandem Computers
08:00:86	KONICA MINOLTA HOLDINGS, INC.
08:00:83	Seiko Instruments Inc.
08:00:80	AES DATA INC.
08:00:30	ROYAL MELBOURNE INST OF TECH
08:00:64	Sitasys AG
00:DD:09	UNGERMANN-BASS INC.
08:00:8A	PerfTech, Inc.
00:DD:04	UNGERMANN-BASS INC.
08:00:66	AGFA CORPORATION
08:00:1A	TIARA/ 10NET
08:00:90	SONOMA SYSTEMS
08:00:0B	UNISYS CORPORATION
08:00:17	NATIONAL SEMICONDUCTOR
00:00:5E	ICANN, IANA Department
00:00:AF	Canberra Industries, Inc.
00:00:EC	MICROPROCESS
00:00:9E	MARLI S.A.
00:00:42	METIER MANAGEMENT SYSTEMS LTD.
00:00:8D	Cryptek Inc.
00:00:65	Network General Corporation
00:00:4D	DCI CORPORATION
08:00:24	10NET COMMUNICATIONS/DCA
08:00:1E	APOLLO COMPUTER INC.
08:00:1B	EMC Corporation
00:DD:0D	UNGERMANN-BASS INC.
AA:00:02	DIGITAL EQUIPMENT CORPORATION
08:00:05	SYMBOLICS INC.
00:00:00	XEROX CORPORATION
00:40:D6	LOCAMATION B.V.
80:00:10	ATT BELL LABORATORIES
AA:00:03	DIGITAL EQUIPMENT CORPORATION
08:00:08	BOLT BERANEK AND NEWMAN INC.
08:00:0E	NCR CORPORATION
00:00:6F	Madge Ltd.
00:00:5A	SysKonnect GmbH
00:00:23	ABB INDUSTRIAL SYSTEMS AB
00:00:45	FORD AEROSPACE & COMM. CORP.
00:00:BC	Rockwell Automation
00:00:C3	HARRIS CORP COMPUTER SYS DIV
00:00:04	XEROX CORPORATION
00:00:09	XEROX CORPORATION
00:00:3D	UNISYS
F8:2C:18	2Wire Inc
00:17:3F	Belkin International Inc.
38:86:02	Flexoptix GmbH
F4:EB:38	Sagemcom Broadband SAS
00:1E:74	Sagemcom Broadband SAS
00:60:4C	Sagemcom Broadband SAS
00:26:91	Sagemcom Broadband SAS
C0:D0:44	Sagemcom Broadband SAS
6C:2E:85	Sagemcom Broadband SAS
CC:33:BB	Sagemcom Broadband SAS
68:15:90	Sagemcom Broadband SAS
54:64:D9	Sagemcom Broadband SAS
00:02:3F	COMPAL ELECTRONICS, INC.
00:80:C2	IEEE 802.1
C4:66:99	vivo Mobile Communication Co., Ltd.
38:3B:C8	2Wire Inc
DC:7F:A4	2Wire Inc
00:12:88	2Wire Inc
00:1E:C7	2Wire Inc
28:16:2E	2Wire Inc
3C:EA:4F	2Wire Inc
84:8F:69	Dell Inc.
90:B1:1C	Dell Inc.
F8:CA:B8	Dell Inc.
24:B6:FD	Dell Inc.
00:0D:56	Dell Inc.
00:12:3F	Dell Inc.
00:13:72	Dell Inc.
74:86:7A	Dell Inc.
34:17:EB	Dell Inc.
EC:88:92	Motorola Mobility LLC, a Lenovo Company
B0:79:94	Motorola Mobility LLC, a Lenovo Company
14:1A:A3	Motorola Mobility LLC, a Lenovo Company
CC:C3:EA	Motorola Mobility LLC, a Lenovo Company
34:BB:26	Motorola Mobility LLC, a Lenovo Company
40:78:6A	Motorola Mobility LLC, a Lenovo Company
00:19:B9	Dell Inc.
00:22:19	Dell Inc.
00:B0:D0	Dell Inc.
5C:26:0A	Dell Inc.
B0:83:FE	Dell Inc.
14:18:77	Dell Inc.
00:24:E8	Dell Inc.
A4:8E:0A	DeLaval International AB
00:21:5C	Intel Corporate
00:23:15	Intel Corporate
00:15:00	Intel Corporate
10:4A:7D	Intel Corporate
A4:C4:94	Intel Corporate
90:2E:1C	Intel Corporate
3C:FD:FE	Intel Corporate
B8:BF:83	Intel Corporate
00:1D:E1	Intel Corporate
00:22:FB	Intel Corporate
08:11:96	Intel Corporate
60:36:DD	Intel Corporate
A0:36:9F	Intel Corporate
50:2D:A2	Intel Corporate
4C:79:BA	Intel Corporate
4C:EB:42	Intel Corporate
60:67:20	Intel Corporate
84:A6:C8	Intel Corporate
58:91:CF	Intel Corporate
88:53:2E	Intel Corporate
00:24:D7	Intel Corporate
C4:09:38	FUJIAN STAR-NET COMMUNICATION CO.,LTD
00:AA:02	Intel Corporation
5C:D2:E4	Intel Corporate
04:BD:88	Aruba Networks
00:0B:86	Aruba Networks
88:96:F2	Valeo Schalter und Sensoren GmbH
80:A5:89	AzureWave Technology Inc.
0C:CC:26	Airenetworks
4C:B0:E8	Beijing RongZhi xinghua technology co., LTD
4C:14:A3	TCL Technoly Electronics (Huizhou) Co., Ltd.
F4:8E:38	Dell Inc.
D8:87:D5	Leadcore Technology CO.,LTD
00:DA:55	Cisco Systems, Inc
80:D2:1D	AzureWave Technology Inc.
70:5A:0F	Hewlett Packard
58:63:56	FN-LINK TECHNOLOGY LIMITED
B0:46:FC	MitraStar Technology Corp.
08:A9:5A	AzureWave Technology Inc.
6C:AD:F8	AzureWave Technology Inc.
54:27:1E	AzureWave Technology Inc.
00:8C:54	ADB Broadband Italia
F0:84:2F	ADB Broadband Italia
8C:B8:64	AcSiP Technology Corp.
00:20:E0	Actiontec Electronics, Inc
00:04:E3	Accton Technology Corp
40:95:58	Aisino Corporation
00:D0:C9	ADVANTECH CO., LTD.
00:25:53	ADB Broadband Italia
00:23:8E	ADB Broadband Italia
00:1C:A2	ADB Broadband Italia
00:17:C2	ADB Broadband Italia
D0:D4:12	ADB Broadband Italia
00:0F:A3	Alpha Networks Inc.
00:1D:6A	Alpha Networks Inc.
00:00:F4	Allied Telesis, Inc.
10:AE:60	Private
F0:4F:7C	Private
70:F1:A1	Liteon Technology Corporation
6C:FA:A7	AMPAK Technology, Inc.
00:24:EF	Sony Mobile Communications AB
6C:0E:0D	Sony Mobile Communications AB
B4:52:7D	Sony Mobile Communications AB
E0:63:E5	Sony Mobile Communications AB
00:0E:07	Sony Mobile Communications AB
00:1A:75	Sony Mobile Communications AB
00:16:B8	Sony Mobile Communications AB
00:1D:28	Sony Mobile Communications AB
00:1F:E4	Sony Mobile Communications AB
00:22:98	Sony Mobile Communications AB
24:FD:52	Liteon Technology Corporation
20:16:D8	Liteon Technology Corporation
9C:B7:0D	Liteon Technology Corporation
1C:65:9D	Liteon Technology Corporation
00:1B:9E	ASKEY COMPUTER CORP
E0:CA:94	ASKEY COMPUTER CORP
C0:D9:62	ASKEY COMPUTER CORP
00:15:0C	AVM GmbH
74:44:01	NETGEAR
E0:91:F5	NETGEAR
00:1B:2F	NETGEAR
00:22:3F	NETGEAR
E0:46:9A	NETGEAR
F4:0B:93	BlackBerry RTS
68:ED:43	BlackBerry RTS
34:BB:1F	BlackBerry RTS
48:9D:24	BlackBerry RTS
00:0F:86	BlackBerry RTS
00:13:33	BaudTec Corporation
50:7E:5D	Arcadyan Technology Corporation
84:9C:A6	Arcadyan Technology Corporation
1C:C6:3C	Arcadyan Technology Corporation
C0:25:06	AVM GmbH
08:96:D7	AVM GmbH
00:8E:F2	NETGEAR
44:94:FC	NETGEAR
20:E5:2A	NETGEAR
9C:D3:6D	NETGEAR
C4:04:15	NETGEAR
08:BD:43	NETGEAR
4C:09:D4	Arcadyan Technology Corporation
DC:44:6D	Allwinner Technology Co., Ltd
BC:62:0E	HUAWEI TECHNOLOGIES CO.,LTD
78:F5:57	HUAWEI TECHNOLOGIES CO.,LTD
E0:28:61	HUAWEI TECHNOLOGIES CO.,LTD
C4:47:3F	HUAWEI TECHNOLOGIES CO.,LTD
00:0A:F7	Broadcom
00:0D:B6	Broadcom
18:C0:86	Broadcom
C0:3E:0F	BSkyB Ltd
00:20:D4	Cabletron Systems, Inc.
00:00:1D	Cabletron Systems, Inc.
00:60:BB	Cabletron Systems, Inc.
D0:54:2D	Cambridge Industries(Group) Co.,Ltd.
00:1F:C7	Casio Hitachi Mobile Communications Co., Ltd.
AC:EE:9E	Samsung Electronics Co.,Ltd
C0:89:97	Samsung Electronics Co.,Ltd
28:27:BF	Samsung Electronics Co.,Ltd
F0:5B:7B	Samsung Electronics Co.,Ltd
7C:F9:0E	Samsung Electronics Co.,Ltd
AC:5A:14	Samsung Electronics Co.,Ltd
B0:C5:59	Samsung Electronics Co.,Ltd
BC:D1:1F	Samsung Electronics Co.,Ltd
A0:B4:A5	Samsung Electronics Co.,Ltd
80:65:6D	Samsung Electronics Co.,Ltd
48:13:7E	Samsung Electronics Co.,Ltd
E8:3A:12	Samsung Electronics Co.,Ltd
9C:02:98	Samsung Electronics Co.,Ltd
6C:83:36	Samsung Electronics Co.,Ltd
B8:C6:8E	Samsung Electronics Co.,Ltd
74:45:8A	Samsung Electronics Co.,Ltd
A4:9A:58	Samsung Electronics Co.,Ltd
B4:EF:39	Samsung Electronics Co.,Ltd
14:A3:64	Samsung Electronics Co.,Ltd
3C:A1:0D	Samsung Electronics Co.,Ltd
20:6E:9C	Samsung Electronics Co.,Ltd
18:3F:47	Samsung Electronics Co.,Ltd
0C:71:5D	Samsung Electronics Co.,Ltd
0C:14:20	Samsung Electronics Co.,Ltd
A8:06:00	Samsung Electronics Co.,Ltd
6C:F3:73	Samsung Electronics Co.,Ltd
90:F1:AA	Samsung Electronics Co.,Ltd
C4:57:6E	Samsung Electronics Co.,Ltd
78:BD:BC	Samsung Electronics Co.,Ltd
38:72:C0	Comtrend Corporation
F4:06:8D	devolo AG
00:0B:CA	DATAVAN TC
00:50:7F	DrayTek Corp.
3C:89:70	Neosfar
C4:36:55	Shenzhen Fenglian Technology Co., Ltd.
78:CB:68	DAEHAP HYPER-TECH
00:1A:7F	GCI Science & Technology Co.,LTD
00:05:4F	Private
D0:4D:2C	Roku, Inc.
E0:0C:7F	Nintendo Co., Ltd.
58:BD:A3	Nintendo Co., Ltd.
00:25:A0	Nintendo Co., Ltd.
00:26:59	Nintendo Co., Ltd.
8C:56:C5	Nintendo Co., Ltd.
CC:9E:00	Nintendo Co., Ltd.
00:16:56	Nintendo Co., Ltd.
00:19:1D	Nintendo Co., Ltd.
00:19:FD	Nintendo Co., Ltd.
00:1E:A9	Nintendo Co., Ltd.
A8:44:81	Nokia Corporation
88:44:F6	Nokia Corporation
A8:7B:39	Nokia Corporation
14:C1:26	Nokia Corporation
4C:25:78	Nokia Corporation
00:1E:A4	Nokia Danmark A/S
00:12:62	Nokia Danmark A/S
00:17:4B	Nokia Danmark A/S
00:25:47	Nokia Danmark A/S
00:1D:E9	Nokia Danmark A/S
00:1D:3B	Nokia Danmark A/S
00:14:A7	Nokia Danmark A/S
00:1C:D6	Nokia Danmark A/S
D0:99:D5	Alcatel-Lucent
DC:00:77	TP-LINK TECHNOLOGIES CO.,LTD.
00:60:DC	NEC Magnus Communications,Ltd.
9C:AE:D3	Seiko Epson Corporation
F4:5C:89	Apple, Inc.
8C:3C:4A	NAKAYO TELECOMMUNICATIONS,INC
00:21:FD	LACROIX TRAFFIC S.A.U
4C:B4:4A	NANOWAVE Technologies Inc.
78:C3:E9	Samsung Electronics Co.,Ltd
9C:5C:8E	ASUSTek COMPUTER INC.
70:88:4D	JAPAN RADIO CO., LTD.
10:2A:B3	Xiaomi Communications Co Ltd
4C:55:CC	Zentri Pty Ltd
BC:EC:5D	Apple, Inc.
DC:41:5F	Apple, Inc.
30:63:6B	Apple, Inc.
84:68:3E	Intel Corporate
C8:87:22	Lumenpulse
FC:1A:11	vivo Mobile Communication Co., Ltd.
30:A9:DE	LG Innotek
E0:CD:FD	Beijing E3Control Technology Co, LTD
20:8B:37	Skyworth Digital Technology(Shenzhen) Co.,Ltd
08:BE:77	Green Electronics
28:0C:28	Unigen DataStorage Corporation
98:0C:A5	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
1C:C0:35	PLANEX COMMUNICATIONS INC.
34:54:3C	TAKAOKA TOKO CO.,LTD.
D4:95:24	Clover Network, Inc.
00:34:DA	LG Electronics (Mobile Communications)
90:46:A2	Tedipay UK Ltd
64:79:A7	Phison Electronics Corp.
C8:38:70	Samsung Electronics Co.,Ltd
28:83:35	Samsung Electronics Co.,Ltd
44:78:3E	Samsung Electronics Co.,Ltd
20:2D:07	Samsung Electronics Co.,Ltd
04:52:C7	Bose Corporation
D4:61:2E	HUAWEI TECHNOLOGIES CO.,LTD
1C:67:58	HUAWEI TECHNOLOGIES CO.,LTD
E8:56:59	Advanced-Connectek Inc.
34:E7:0B	Beijing HAN Networks Co., Ltd
88:01:F2	Vitec System Engineering Inc.
FC:08:4A	FUJITSU LIMITED
D4:AD:2D	Fiberhome Telecommunication Technologies Co.,LTD
48:55:5F	Fiberhome Telecommunication Technologies Co.,LTD
84:7B:EB	Dell Inc.
F8:C9:6C	Fiberhome Telecommunication Technologies Co.,LTD
34:BF:90	Fiberhome Telecommunication Technologies Co.,LTD
D4:67:E7	Fiberhome Telecommunication Technologies Co.,LTD
04:C1:B9	Fiberhome Telecommunication Technologies Co.,LTD
68:93:61	Integrated Device Technology (Malaysia) Sdn. Bhd.
A0:82:AC	Linear DMS Solutions Sdn. Bhd.
00:26:97	Alpha  Technologies Inc.
4C:B8:B5	Shenzhen YOUHUA Technology Co., Ltd
1C:AB:C0	Hitron Technologies. Inc
84:E3:23	Green Wave Telecommunication SDN BHD
44:65:0D	Amazon Technologies Inc.
D8:97:BA	PEGATRON CORPORATION
70:71:BC	PEGATRON CORPORATION
E0:69:95	PEGATRON CORPORATION
54:D9:E4	BRILLIANTTS CO., LTD
E4:F3:F5	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
00:08:9F	EFM Networks
00:18:5C	EDSLAB Technologies
00:0E:2E	Edimax Technology Co. Ltd.
00:02:0E	ECI Telecom Ltd.
00:11:5B	Elitegroup Computer Systems Co.,Ltd.
00:07:95	Elitegroup Computer Systems Co.,Ltd.
B8:AE:ED	Elitegroup Computer Systems Co.,Ltd.
C0:3F:D5	Elitegroup Computer Systems Co.,Ltd.
74:27:EA	Elitegroup Computer Systems Co.,Ltd.
00:00:C9	Emulex Corporation
00:1A:45	GN Netcom A/S
00:16:8F	GN Netcom A/S
08:3F:BC	zte corporation
04:2A:E2	Cisco Systems, Inc
1C:1B:0D	GIGA-BYTE TECHNOLOGY CO.,LTD.
90:38:09	Ericsson AB
00:10:4F	Oracle Corporation
00:07:82	Oracle Corporation
E4:2F:56	OptoMET GmbH
00:A0:45	PHOENIX CONTACT Electronics GmbH
00:26:6C	INVENTEC Corporation
00:1E:25	INTEK DIGITAL
A0:B6:62	Acutvista Innovation Co., Ltd.
00:C0:F0	Kingston Technology Company, Inc.
4C:8F:A5	Jastec
00:0C:49	Dangaard Telecom Denmark A/S
CC:E1:7F	Juniper Networks
44:F4:77	Juniper Networks
5C:45:27	Juniper Networks
F0:1C:2D	Juniper Networks
F8:C0:01	Juniper Networks
78:FE:3D	Juniper Networks
54:E0:32	Juniper Networks
3C:61:04	Juniper Networks
BC:75:74	HUAWEI TECHNOLOGIES CO.,LTD
20:A6:80	HUAWEI TECHNOLOGIES CO.,LTD
00:19:E2	Juniper Networks
00:1F:12	Juniper Networks
00:24:DC	Juniper Networks
50:C5:8D	Juniper Networks
00:05:85	Juniper Networks
00:31:46	Juniper Networks
80:AC:AC	Juniper Networks
50:DD:4F	Automation Components, Inc
90:4D:4A	Sagemcom Broadband SAS
7C:79:E8	PayRange Inc.
